上海频道,#genre#
都市剧场,http://180.158.191.162:9999/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://58.32.43.55:4022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://222.68.48.77:4022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://origin.lean.org.cn:4000/rtp/239.45.3.136:5140
都市剧场,http://139.196.151.191:2051/rtp/239.45.3.136:5140
欢笑剧场,http://116.227.10.196:2048/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://116.231.244.25:8888/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://116.227.10.196:2048/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://222.64.125.110:58888/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://116.231.244.25:8888/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://222.68.11.73:9898/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://222.68.11.73:9898/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://180.159.68.190:4022/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://218.78.180.91:9999/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://101.81.119.90:8888/rtp/239.45.3.196:5140
欢笑剧场,http://101.81.119.90:8888/rtp/239.45.1.4:5140
欢笑剧场,http://www.17888.fun:10000/rtp/239.45.3.196:5140
欢笑剧场,http://www.17888.fun:10000/rtp/239.45.1.4:5140
欢笑剧场,http://218.78.180.91:9999/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://180.159.68.190:4022/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://101.224.148.168:5022/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://218.80.126.237:4022/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://222.65.158.32:22222/rtp/239.45.3.196:5140$1920x1080
欢笑剧场,http://180.158.164.233:8888/rtp/239.45.1.4:5140$3840x2160
欢笑剧场,http://116.226.25.48:4022/rtp/239.45.3.196:5140$1920x1080
全纪实,http://116.227.10.196:2048/rtp/239.45.3.135:5140$1920x1080
全纪实,http://116.231.244.25:8888/rtp/239.45.3.135:5140$1920x1080
全纪实,http://222.64.125.110:58888/rtp/239.45.3.135:5140$1920x1080
全纪实,http://222.68.11.73:9898/rtp/239.45.3.135:5140$1920x1080
全纪实,http://180.159.68.190:4022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://218.78.180.91:9999/rtp/239.45.3.135:5140$1920x1080
全纪实,http://101.81.119.90:8888/rtp/239.45.3.135:5140
全纪实,http://www.17888.fun:10000/rtp/239.45.3.135:5140
全纪实,http://101.224.148.168:5022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://218.80.126.237:4022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://222.65.158.32:22222/rtp/239.45.3.135:5140$1920x1080
全纪实,http://116.226.25.48:4022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://180.158.164.233:8888/rtp/239.45.3.135:5140$1920x1080
全纪实,http://180.158.191.162:9999/rtp/239.45.3.135:5140$1920x1080
全纪实,http://58.32.43.55:4022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://222.68.48.77:4022/rtp/239.45.3.135:5140$1920x1080
全纪实,http://116.227.48.27:58888/rtp/239.45.3.135:5140
全纪实,http://origin.lean.org.cn:4000/rtp/239.45.3.135:5140
全纪实,http://139.196.151.191:2051/rtp/239.45.3.135:5140
全纪实,http://101.83.173.152:9999/rtp/239.45.3.135:5140$1920x1080
法治天地,http://116.227.10.196:2048/rtp/239.45.1.46:5140$1920x1080
法治天地,http://222.64.125.110:58888/rtp/239.45.1.46:5140$1920x1080
法治天地,http://116.231.244.25:8888/rtp/239.45.1.46:5140$1920x1080
法治天地,http://222.68.11.73:9898/rtp/239.45.1.46:5140$1920x1080
法治天地,http://182.32.160.37:9997/rtp/239.21.2.105:5002$1920x1080
法治天地,http://180.159.68.190:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://113.120.46.90:8123/rtp/239.21.2.105:5002$1920x1080
法治天地,http://218.78.180.91:9999/rtp/239.45.1.46:5140$1920x1080
法治天地,http://116.226.38.242:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://101.224.148.168:5022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://218.80.126.237:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://222.65.158.32:22222/rtp/239.45.1.46:5140$1920x1080
法治天地,http://116.226.25.48:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://180.158.164.233:8888/rtp/239.45.1.46:5140$1920x1080
法治天地,http://180.158.191.162:9999/rtp/239.45.1.46:5140$1920x1080
法治天地,http://58.32.43.55:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://222.68.48.77:4022/rtp/239.45.1.46:5140$1920x1080
法治天地,http://www.17888.fun:10000/rtp/239.45.1.46:5140
法治天地,http://116.227.48.27:58888/rtp/239.45.1.46:5140
法治天地,http://origin.lean.org.cn:4000/rtp/239.45.1.46:5140
纪实人文,http://116.227.10.196:2048/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://171.8.171.87:8800/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://222.64.125.110:58888/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://116.231.244.25:8888/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://222.68.11.73:9898/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://117.133.95.242:8887/rtp/228.1.1.20:8060$1920x1080
纪实人文,http://115.58.217.95:4000/rtp/225.1.4.170:1222$1920x1080
纪实人文,http://42.237.180.245:4000/rtp/225.1.4.170:1222$1920x1080
纪实人文,http://42.237.181.44:4000/rtp/225.1.4.170:1222$1920x1080
纪实人文,http://180.159.68.190:4022/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://1.196.154.17:2000/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://1.196.154.165:2000/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://218.78.180.91:9999/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://1.196.154.166:2001/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://1.196.154.165:2001/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://1.196.154.166:2000/rtp/239.16.10.190:2000$1920x1080
纪实人文,http://125.46.132.151:9999/rtp/225.1.4.170:1222$1920x1080
纪实人文,http://101.224.148.168:5022/rtp/239.45.3.212:5140$1920x1080
纪实人文,http://115.60.241.249:2000/rtp/225.1.4.170:1222$1920x1080
纪实人文,http://218.80.126.237:4022/rtp/239.45.3.212:5140$1920x1080

广东频道,#genre#
广东珠江,http://116.18.37.171:4000/rtp/239.77.0.1:5146$1920x1080
广东珠江,http://116.18.37.171:4000/rtp/239.77.0.114:5146$1920x1080
广东珠江,http://116.18.37.171:4000/rtp/239.77.0.3:5146$720x576
广东珠江,http://116.18.37.171:4000/rtp/239.77.1.94:5146$720x576
广东珠江,http://183.11.239.36:808/rtp/239.20.0.64:3144
广东珠江,http://183.11.239.36:808/rtp/239.20.0.111:2020
广东珠江,http://211.97.63.3:801/rtp/239.20.0.64:3144
广东珠江,http://211.97.63.3:801/rtp/239.20.0.111:2020
广东珠江,http://113.109.250.116:9999/rtp/239.77.0.1:5146$1920x1080
广东珠江,http://113.109.250.116:9999/rtp/239.77.0.114:5146$1920x1080
广东珠江,http://113.109.250.116:9999/rtp/239.77.0.3:5146$720x576
广东珠江,http://113.109.250.116:9999/rtp/239.77.1.94:5146$720x576
广东珠江,http://116.28.124.202:8520/rtp/239.77.0.3:5146$720x576
广东珠江,http://116.28.124.202:8520/rtp/239.77.0.1:5146$1920x1080
广东珠江,http://116.28.124.202:8520/rtp/239.77.1.94:5146$720x576
广东珠江,http://120.77.205.62:8087/rtp/239.20.0.64:3144
广东珠江,http://120.77.205.62:8087/rtp/239.20.0.111:2020
广东珠江,http://gmxw.7766.org:808/rtp/239.20.0.64:3144
广东珠江,http://gmxw.7766.org:808/rtp/239.20.0.111:2020
广东珠江,http://113.109.250.116:9999/rtp/239.20.0.64:3144
广东体育,http://116.18.37.171:4000/rtp/239.77.0.112:5146$1920x1080
广东体育,http://116.18.37.171:4000/rtp/239.77.0.168:5146$1920x1080
广东体育,http://116.18.37.171:4000/rtp/239.77.0.6:5146$720x576
广东体育,http://116.18.37.171:4000/rtp/239.77.1.97:5146$720x576
广东体育,http://183.11.239.36:808/rtp/239.20.0.103:2004
广东体育,http://183.11.239.36:808/rtp/239.20.0.114:2026
广东体育,http://211.97.63.3:801/rtp/239.20.0.103:2004
广东体育,http://211.97.63.3:801/rtp/239.20.0.114:2026
广东体育,http://113.109.250.116:9999/rtp/239.77.0.112:5146$1920x1080
广东体育,http://113.109.250.116:9999/rtp/239.77.0.168:5146$1920x1080
广东体育,http://113.109.250.116:9999/rtp/239.77.1.97:5146$720x576
广东体育,http://113.109.250.116:9999/rtp/239.77.0.6:5146$720x576
广东体育,http://116.28.124.202:8520/rtp/239.77.0.6:5146
广东体育,http://116.28.124.202:8520/rtp/239.77.0.112:5146
广东体育,http://116.28.124.202:8520/rtp/239.77.0.168:5146
广东体育,http://116.28.124.202:8520/rtp/239.77.1.97:5146
广东体育,http://120.77.205.62:8087/rtp/239.20.0.103:2004
广东体育,http://120.77.205.62:8087/rtp/239.20.0.114:2026
广东体育,http://gmxw.7766.org:808/rtp/239.20.0.103:2004
广东体育,http://gmxw.7766.org:808/rtp/239.20.0.114:2026
广东影视,http://116.18.37.171:4000/rtp/239.77.0.217:5146$1920x1080
广东影视,http://116.18.37.171:4000/rtp/239.77.0.11:5146$720x576
广东影视,http://183.11.239.36:808/rtp/239.21.0.85:3680
广东影视,http://183.11.239.36:808/rtp/239.20.0.117:2032
广东影视,http://211.97.63.3:801/rtp/239.21.0.85:3680
广东影视,http://211.97.63.3:801/rtp/239.20.0.117:2032
广东影视,http://113.109.250.116:9999/rtp/239.77.0.217:5146$1920x1080
广东影视,http://113.109.250.116:9999/rtp/239.77.0.11:5146$720x576
广东影视,http://116.28.124.202:8520/rtp/239.77.0.11:5146$720x576
广东影视,http://120.77.205.62:8087/rtp/239.21.0.85:3680
